D,C,NumBur,nTour,ELECTION,Inscrits,Votants,Exprime,_NAME_,_LABEL_,BAYR,BESA,BOVE,BUFF,LAGU,LEPE,NIHO,ROYA,SARK,SCHI,VILL,VOYN,Inscrits2,Votants2,Exprime2,ROYA2,SARK2,abstention,abstention2,LIBGEO,REG,DEP,TAU2010,POP_MUN_2008,Pctabstention,PctBAYR,PctBESA,PctBOVE,PctBUFF,PctLAGU,PctLEPE,PctNIHO,PctROYA,PctSARK,PctSCHI,PctVILL,PctVOYN,Pctabstention2,PctSARK2,PctROYA2,IDENT,Strate
MEDITERRANEE,098,0001,2,Pres2007,567,515,508,nbVoix,Nombre de voix,65,17,7,13,2,83,11,167,122,7,12,2,567,514,495,257,238,52,53,Conilhac-Corbières,91,11,0,819,0.0917107584,0.1279527559,0.0334645669,0.0137795276,0.0255905512,0.0039370079,0.1633858268,0.0216535433,0.3287401575,0.2401574803,0.0137795276,0.0236220472,0.0039370079,0.0934744268,0.4808080808,0.5191919192,110980001,4
MEDITERRANEE,099,0001,2,Pres2007,958,837,818,nbVoix,Nombre de voix,84,53,15,67,9,117,8,227,212,7,13,6,958,845,799,430,369,121,113,Conques-sur-Orbiel,91,11,6,2294,0.1263048017,0.1026894866,0.064792176,0.0183374083,0.0819070905,0.011002445,0.1430317848,0.0097799511,0.2775061125,0.2591687042,0.0085574572,0.0158924205,0.0073349633,0.117954071,0.4618272841,0.5381727159,110990001,4
MEDITERRANEE,099,0002,2,Pres2007,800,706,702,nbVoix,Nombre de voix,83,41,10,24,8,117,15,199,175,11,7,12,800,713,678,368,310,94,87,Conques-sur-Orbiel,91,11,6,2294,0.1175,0.1182336182,0.0584045584,0.0142450142,0.0341880342,0.0113960114,0.1666666667,0.0213675214,0.2834757835,0.2492877493,0.0156695157,0.00997151,0.0170940171,0.10875,0.4572271386,0.5427728614,110990002,4
MEDITERRANEE,100,0001,2,Pres2007,36,28,28,nbVoix,Nombre de voix,0,0,0,0,1,3,3,10,9,2,0,0,36,28,25,13,12,8,8,Corbières,91,11,0,39,0.2222222222,0,0,0,0,0.0357142857,0.1071428571,0.1071428571,0.3571428571,0.3214285714,0.0714285714,0,0,0.2222222222,0.48,0.52,111000001,6
MEDITERRANEE,101,0001,2,Pres2007,65,57,57,nbVoix,Nombre de voix,8,0,1,0,2,6,1,14,23,0,1,1,65,57,53,22,31,8,8,Coudons,91,11,0,51,0.1230769231,0.1403508772,0,0.0175438596,0,0.0350877193,0.1052631579,0.0175438596,0.2456140351,0.4035087719,0,0.0175438596,0.0175438596,0.1230769231,0.5849056604,0.4150943396,111010001,6
MEDITERRANEE,102,0001,2,Pres2007,448,405,402,nbVoix,Nombre de voix,53,17,4,29,7,45,4,150,79,6,5,3,448,400,385,238,147,43,48,Couffoulens,91,11,6,581,0.0959821429,0.131840796,0.0422885572,0.0099502488,0.0721393035,0.0174129353,0.1119402985,0.0099502488,0.3731343284,0.1965174129,0.0149253731,0.0124378109,0.0074626866,0.1071428571,0.3818181818,0.6181818182,111020001,4
MEDITERRANEE,103,0001,2,Pres2007,969,816,806,nbVoix,Nombre de voix,106,41,9,34,6,80,21,303,166,14,18,8,969,833,787,460,327,153,136,Couiza,91,11,0,1209,0.1578947368,0.1315136476,0.0508684864,0.0111662531,0.0421836228,0.0074441687,0.0992555831,0.0260545906,0.3759305211,0.205955335,0.017369727,0.0223325062,0.0099255583,0.1403508772,0.415501906,0.584498094,111030001,4
MEDITERRANEE,104,0001,2,Pres2007,60,51,51,nbVoix,Nombre de voix,4,2,5,2,2,2,0,16,13,2,2,1,60,48,45,26,19,9,12,Counozouls,91,11,0,46,0.15,0.0784313725,0.0392156863,0.0980392157,0.0392156863,0.0392156863,0.0392156863,0,0.3137254902,0.2549019608,0.0392156863,0.0392156863,0.0196078431,0.2,0.4222222222,0.5777777778,111040001,3
MEDITERRANEE,105,0001,2,Pres2007,443,409,401,nbVoix,Nombre de voix,36,20,4,9,4,56,3,157,98,9,4,1,443,403,387,227,160,34,40,Cournanel,91,11,2,644,0.0767494357,0.0897755611,0.0498753117,0.0099750623,0.0224438903,0.0099750623,0.1396508728,0.0074812968,0.391521197,0.2443890274,0.0224438903,0.0099750623,0.0024937656,0.0902934537,0.4134366925,0.5865633075,111050001,4
MEDITERRANEE,106,0001,2,Pres2007,1105,901,880,nbVoix,Nombre de voix,89,60,13,65,13,137,6,241,207,20,20,9,1106,882,846,449,397,204,224,Coursan,91,11,6,6124,0.1846153846,0.1011363636,0.0681818182,0.0147727273,0.0738636364,0.0147727273,0.1556818182,0.0068181818,0.2738636364,0.2352272727,0.0227272727,0.0227272727,0.0102272727,0.2025316456,0.4692671395,0.5307328605,111060001,4
MEDITERRANEE,106,0002,2,Pres2007,1154,1023,1007,nbVoix,Nombre de voix,133,78,18,78,17,132,10,289,201,19,16,16,1154,1011,962,587,375,131,143,Coursan,91,11,6,6124,0.1135181976,0.1320754717,0.0774577954,0.0178748759,0.0774577954,0.0168818272,0.131082423,0.0099304866,0.2869910626,0.1996027805,0.0188679245,0.0158887786,0.0158887786,0.1239168111,0.3898128898,0.6101871102,111060002,4
MEDITERRANEE,106,0003,2,Pres2007,1234,1075,1059,nbVoix,Nombre de voix,146,51,18,93,12,144,9,310,225,27,15,9,1234,1064,1005,586,419,159,170,Coursan,91,11,6,6124,0.1288492707,0.1378659112,0.0481586402,0.0169971671,0.0878186969,0.0113314448,0.1359773371,0.0084985836,0.2927289896,0.2124645892,0.0254957507,0.0141643059,0.0084985836,0.1377633712,0.4169154229,0.5830845771,111060003,4
MEDITERRANEE,106,0004,2,Pres2007,988,872,861,nbVoix,Nombre de voix,117,45,10,64,9,132,10,243,179,25,16,11,991,867,834,489,345,116,124,Coursan,91,11,6,6124,0.1174089069,0.1358885017,0.0522648084,0.0116144019,0.0743321719,0.0104529617,0.1533101045,0.0116144019,0.2822299652,0.2078977933,0.0290360046,0.018583043,0.012775842,0.1251261352,0.4136690647,0.5863309353,111060004,4
MEDITERRANEE,107,0001,2,Pres2007,56,48,47,nbVoix,Nombre de voix,9,5,5,1,0,5,0,11,9,0,0,2,56,50,45,32,13,8,6,Courtauly,91,11,0,74,0.1428571429,0.1914893617,0.1063829787,0.1063829787,0.0212765957,0,0.1063829787,0,0.2340425532,0.1914893617,0,0,0.0425531915,0.1071428571,0.2888888889,0.7111111111,111070001,3
MEDITERRANEE,108,0001,2,Pres2007,34,30,30,nbVoix,Nombre de voix,9,3,4,0,0,2,0,4,6,1,1,0,34,31,31,13,18,4,3,La Courtète,91,11,0,45,0.1176470588,0.3,0.1,0.1333333333,0,0,0.0666666667,0,0.1333333333,0.2,0.0333333333,0.0333333333,0,0.0882352941,0.5806451613,0.4193548387,111080001,6
MEDITERRANEE,109,0001,2,Pres2007,52,48,47,nbVoix,Nombre de voix,4,0,3,0,0,2,4,22,9,0,1,2,52,45,45,28,17,4,7,Coustaussa,91,11,0,55,0.0769230769,0.085106383,0,0.0638297872,0,0,0.0425531915,0.085106383,0.4680851064,0.1914893617,0,0.0212765957,0.0425531915,0.1346153846,0.3777777778,0.6222222222,111090001,3
MEDITERRANEE,110,0001,2,Pres2007,80,67,67,nbVoix,Nombre de voix,5,2,6,2,1,10,4,18,19,0,0,0,80,66,61,34,27,13,14,Coustouge,91,11,0,87,0.1625,0.0746268657,0.0298507463,0.0895522388,0.0298507463,0.0149253731,0.1492537313,0.0597014925,0.2686567164,0.2835820896,0,0,0,0.175,0.4426229508,0.5573770492,111100001,6
MEDITERRANEE,111,0001,2,Pres2007,299,277,271,nbVoix,Nombre de voix,31,18,3,8,2,54,16,65,66,2,3,3,299,276,258,120,138,22,23,Cruscades,91,11,0,489,0.0735785953,0.1143911439,0.0664206642,0.0110701107,0.0295202952,0.0073800738,0.1992619926,0.0590405904,0.2398523985,0.2435424354,0.0073800738,0.0110701107,0.0110701107,0.0769230769,0.5348837209,0.4651162791,111110001,4
MEDITERRANEE,112,0001,2,Pres2007,51,41,40,nbVoix,Nombre de voix,4,2,5,1,0,3,6,12,3,2,1,1,51,42,38,23,15,10,9,Cubières-sur-Cinoble,91,11,0,94,0.1960784314,0.1,0.05,0.125,0.025,0,0.075,0.15,0.3,0.075,0.05,0.025,0.025,0.1764705882,0.3947368421,0.6052631579,111120001,3
MEDITERRANEE,113,0001,2,Pres2007,108,97,97,nbVoix,Nombre de voix,9,2,3,2,0,8,3,42,25,0,1,2,108,97,93,53,40,11,11,Cucugnan,91,11,0,135,0.1018518519,0.0927835052,0.0206185567,0.0309278351,0.0206185567,0,0.0824742268,0.0309278351,0.4329896907,0.2577319588,0,0.0103092784,0.0206185567,0.1018518519,0.4301075269,0.5698924731,111130001,3
MEDITERRANEE,114,0001,2,Pres2007,32,30,30,nbVoix,Nombre de voix,3,1,2,0,1,1,1,15,4,0,0,2,32,30,30,21,9,2,2,Cumiès,91,11,0,38,0.0625,0.1,0.0333333333,0.0666666667,0,0.0333333333,0.0333333333,0.0333333333,0.5,0.1333333333,0,0,0.0666666667,0.0625,0.3,0.7,111140001,3
MEDITERRANEE,115,0001,2,Pres2007,510,472,468,nbVoix,Nombre de voix,75,8,18,2,2,65,12,169,97,3,9,8,510,459,433,245,188,38,51,Cuxac-Cabardès,91,11,0,923,0.0745098039,0.1602564103,0.0170940171,0.0384615385,0.0042735043,0.0042735043,0.1388888889,0.0256410256,0.3611111111,0.2072649573,0.0064102564,0.0192307692,0.0170940171,0.1,0.4341801386,0.5658198614,111150001,6
MEDITERRANEE,115,0002,2,Pres2007,31,27,23,nbVoix,Nombre de voix,3,0,1,0,1,0,0,12,6,0,0,0,31,27,25,18,7,4,4,Cuxac-Cabardès,91,11,0,923,0.1290322581,0.1304347826,0,0.0434782609,0,0.0434782609,0,0,0.5217391304,0.2608695652,0,0,0,0.1290322581,0.28,0.72,111150002,1
MEDITERRANEE,116,0001,2,Pres2007,835,717,706,nbVoix,Nombre de voix,90,26,8,22,8,101,16,222,173,18,13,9,836,694,655,358,297,118,142,Cuxac-d'Aude,91,11,6,4375,0.1413173653,0.1274787535,0.0368271955,0.0113314448,0.0311614731,0.0113314448,0.1430594901,0.0226628895,0.3144475921,0.2450424929,0.0254957507,0.0184135977,0.0127478754,0.1698564593,0.4534351145,0.5465648855,111160001,4
MEDITERRANEE,116,0002,2,Pres2007,830,722,709,nbVoix,Nombre de voix,107,32,7,30,7,97,10,210,168,17,6,18,830,722,684,350,334,108,108,Cuxac-d'Aude,91,11,6,4375,0.1301204819,0.1509167842,0.0451339915,0.0098730606,0.0423131171,0.0098730606,0.1368124118,0.0141043724,0.2961918195,0.2369534556,0.023977433,0.0084626234,0.0253878702,0.1301204819,0.4883040936,0.5116959064,111160002,4
MEDITERRANEE,116,0003,2,Pres2007,889,761,749,nbVoix,Nombre de voix,100,46,7,20,16,110,11,186,221,14,13,5,890,768,740,354,386,128,122,Cuxac-d'Aude,91,11,6,4375,0.1439820022,0.1335113485,0.0614152203,0.0093457944,0.0267022697,0.0213618158,0.1468624833,0.0146862483,0.2483311081,0.2950600801,0.0186915888,0.0173564753,0.0066755674,0.1370786517,0.5216216216,0.4783783784,111160003,4
MEDITERRANEE,116,0004,2,Pres2007,733,644,629,nbVoix,Nombre de voix,85,29,6,32,13,72,11,200,141,17,13,10,733,657,626,340,286,89,76,Cuxac-d'Aude,91,11,6,4375,0.1214188267,0.1351351351,0.0461049285,0.0095389507,0.0508744038,0.0206677266,0.1144674086,0.0174880763,0.3179650238,0.2241653418,0.027027027,0.0206677266,0.0158982512,0.1036834925,0.4568690096,0.5431309904,111160004,4
MEDITERRANEE,117,0001,2,Pres2007,110,91,91,nbVoix,Nombre de voix,9,0,8,2,0,7,0,36,18,9,1,1,110,97,92,60,32,19,13,Davejean,91,11,0,109,0.1727272727,0.0989010989,0,0.0879120879,0.021978022,0,0.0769230769,0,0.3956043956,0.1978021978,0.0989010989,0.010989011,0.010989011,0.1181818182,0.347826087,0.652173913,111170001,1
MEDITERRANEE,118,0001,2,Pres2007,42,36,36,nbVoix,Nombre de voix,4,4,9,1,0,0,0,10,3,3,1,1,42,34,32,25,7,6,8,Dernacueillette,91,11,0,41,0.1428571429,0.1111111111,0.1111111111,0.25,0.0277777778,0,0,0,0.2777777778,0.0833333333,0.0833333333,0.0277777778,0.0277777778,0.1904761905,0.21875,0.78125,111180001,3
MEDITERRANEE,119,0001,2,Pres2007,213,183,180,nbVoix,Nombre de voix,29,7,0,9,3,18,0,51,54,6,2,1,213,183,169,84,85,30,30,La Digne-d'Amont,91,11,2,279,0.1408450704,0.1611111111,0.0388888889,0,0.05,0.0166666667,0.1,0,0.2833333333,0.3,0.0333333333,0.0111111111,0.0055555556,0.1408450704,0.5029585799,0.4970414201,111190001,4
MEDITERRANEE,120,0001,2,Pres2007,409,384,379,nbVoix,Nombre de voix,65,21,4,6,3,30,8,123,103,7,4,5,409,383,357,204,153,25,26,La Digne-d'Aval,91,11,2,562,0.0611246944,0.1715039578,0.055408971,0.0105540897,0.0158311346,0.0079155673,0.0791556728,0.0211081794,0.3245382586,0.27176781,0.018469657,0.0105540897,0.0131926121,0.0635696822,0.4285714286,0.5714285714,111200001,3
MEDITERRANEE,121,0001,2,Pres2007,82,74,74,nbVoix,Nombre de voix,10,1,4,0,0,5,2,28,23,1,0,0,82,77,75,40,35,8,5,Donazac,91,11,0,96,0.0975609756,0.1351351351,0.0135135135,0.0540540541,0,0,0.0675675676,0.027027027,0.3783783784,0.3108108108,0.0135135135,0,0,0.0609756098,0.4666666667,0.5333333333,111210001,6
MEDITERRANEE,122,0001,2,Pres2007,513,442,437,nbVoix,Nombre de voix,38,13,9,18,6,34,8,190,103,5,7,6,513,437,424,264,160,71,76,Douzens,91,11,0,703,0.1384015595,0.0869565217,0.0297482838,0.0205949657,0.0411899314,0.0137299771,0.0778032037,0.0183066362,0.4347826087,0.2356979405,0.0114416476,0.0160183066,0.0137299771,0.1481481481,0.3773584906,0.6226415094,111220001,3
MEDITERRANEE,123,0001,2,Pres2007,118,104,104,nbVoix,Nombre de voix,18,3,5,3,0,5,1,32,33,2,1,1,118,107,99,47,52,14,11,Duilhac-sous-Peyrepertuse,91,11,0,124,0.1186440678,0.1730769231,0.0288461538,0.0480769231,0.0288461538,0,0.0480769231,0.0096153846,0.3076923077,0.3173076923,0.0192307692,0.0096153846,0.0096153846,0.093220339,0.5252525253,0.4747474747,111230001,3
MEDITERRANEE,124,0001,2,Pres2007,504,460,458,nbVoix,Nombre de voix,48,10,15,9,4,39,10,213,92,7,9,2,504,467,452,282,170,44,37,Durban-Corbières,91,11,0,684,0.0873015873,0.1048034934,0.0218340611,0.0327510917,0.019650655,0.0087336245,0.0851528384,0.0218340611,0.4650655022,0.2008733624,0.0152838428,0.019650655,0.0043668122,0.0734126984,0.3761061947,0.6238938053,111240001,3
MEDITERRANEE,125,0001,2,Pres2007,159,131,128,nbVoix,Nombre de voix,16,1,3,4,0,10,3,45,44,2,0,0,159,138,134,70,64,28,21,Embres-et-Castelmaure,91,11,0,150,0.1761006289,0.125,0.0078125,0.0234375,0.03125,0,0.078125,0.0234375,0.3515625,0.34375,0.015625,0,0,0.1320754717,0.4776119403,0.5223880597,111250001,6
MEDITERRANEE,126,0001,2,Pres2007,243,216,215,nbVoix,Nombre de voix,39,8,2,6,4,43,1,54,53,3,1,1,243,219,203,100,103,27,24,Escales,91,11,0,360,0.1111111111,0.1813953488,0.0372093023,0.0093023256,0.0279069767,0.0186046512,0.2,0.0046511628,0.2511627907,0.2465116279,0.0139534884,0.0046511628,0.0046511628,0.0987654321,0.5073891626,0.4926108374,111260001,4
MEDITERRANEE,127,0001,2,Pres2007,120,92,91,nbVoix,Nombre de voix,24,5,1,5,0,7,0,32,13,1,1,2,120,99,98,60,38,28,21,Escouloubre,91,11,0,96,0.2333333333,0.2637362637,0.0549450549,0.010989011,0.0549450549,0,0.0769230769,0,0.3516483516,0.1428571429,0.010989011,0.010989011,0.021978022,0.175,0.387755102,0.612244898,111270001,1
MEDITERRANEE,128,0001,2,Pres2007,80,69,69,nbVoix,Nombre de voix,8,4,4,2,0,7,1,16,20,0,2,5,80,70,69,32,37,11,10,Escueillens-et-Saint-Just-de-Bélengard,91,11,0,182,0.1375,0.115942029,0.0579710145,0.0579710145,0.0289855072,0,0.1014492754,0.0144927536,0.231884058,0.2898550725,0,0.0289855072,0.0724637681,0.125,0.5362318841,0.4637681159,111280001,3
MEDITERRANEE,128,0002,2,Pres2007,51,40,40,nbVoix,Nombre de voix,5,1,4,0,0,5,1,3,21,0,0,0,51,42,38,9,29,11,9,Escueillens-et-Saint-Just-de-Bélengard,91,11,0,182,0.2156862745,0.125,0.025,0.1,0,0,0.125,0.025,0.075,0.525,0,0,0,0.1764705882,0.7631578947,0.2368421053,111280002,6
MEDITERRANEE,129,0001,2,Pres2007,1515,1292,1273,nbVoix,Nombre de voix,185,98,28,93,24,160,20,340,259,23,25,18,1516,1300,1218,695,523,223,216,Espéraza,91,11,0,2101,0.1471947195,0.1453260016,0.0769835035,0.0219952867,0.0730557738,0.0188531029,0.1256873527,0.0157109191,0.2670856245,0.2034564022,0.018067557,0.0196386489,0.0141398272,0.1424802111,0.4293924466,0.5706075534,111290001,4
MEDITERRANEE,130,0001,2,Pres2007,204,183,177,nbVoix,Nombre de voix,10,8,8,3,4,35,4,44,46,6,2,7,204,185,174,72,102,21,19,Espezel,91,11,0,209,0.1029411765,0.0564971751,0.0451977401,0.0451977401,0.0169491525,0.0225988701,0.197740113,0.0225988701,0.2485875706,0.2598870056,0.0338983051,0.011299435,0.0395480226,0.0931372549,0.5862068966,0.4137931034,111300001,4
MEDITERRANEE,131,0001,2,Pres2007,200,167,163,nbVoix,Nombre de voix,21,21,13,0,2,18,8,44,26,2,4,4,200,178,170,112,58,33,22,Fa,91,11,0,337,0.165,0.1288343558,0.1288343558,0.0797546012,0,0.0122699387,0.1104294479,0.0490797546,0.2699386503,0.1595092025,0.0122699387,0.0245398773,0.0245398773,0.11,0.3411764706,0.6588235294,111310001,4
MEDITERRANEE,131,0002,2,Pres2007,48,40,39,nbVoix,Nombre de voix,10,0,3,4,0,3,2,6,8,1,0,2,48,38,37,18,19,8,10,Fa,91,11,0,337,0.1666666667,0.2564102564,0,0.0769230769,0.1025641026,0,0.0769230769,0.0512820513,0.1538461538,0.2051282051,0.0256410256,0,0.0512820513,0.2083333333,0.5135135135,0.4864864865,111310002,6
MEDITERRANEE,132,0001,2,Pres2007,784,676,664,nbVoix,Nombre de voix,104,33,8,67,13,67,8,193,131,14,17,9,784,683,636,380,256,108,101,Fabrezan,91,11,0,1242,0.137755102,0.156626506,0.0496987952,0.0120481928,0.1009036145,0.0195783133,0.1009036145,0.0120481928,0.2906626506,0.1972891566,0.0210843373,0.0256024096,0.0135542169,0.1288265306,0.4025157233,0.5974842767,111320001,4
MEDITERRANEE,132,0002,2,Pres2007,136,123,120,nbVoix,Nombre de voix,24,4,2,2,0,12,0,23,44,1,5,3,136,124,117,41,76,13,12,Fabrezan,91,11,0,1242,0.0955882353,0.2,0.0333333333,0.0166666667,0.0166666667,0,0.1,0,0.1916666667,0.3666666667,0.0083333333,0.0416666667,0.025,0.0882352941,0.6495726496,0.3504273504,111320002,5
MEDITERRANEE,133,0001,2,Pres2007,35,26,26,nbVoix,Nombre de voix,10,0,0,0,0,2,1,7,6,0,0,0,35,28,27,10,17,9,7,Fajac-en-Val,91,11,0,29,0.2571428571,0.3846153846,0,0,0,0,0.0769230769,0.0384615385,0.2692307692,0.2307692308,0,0,0,0.2,0.6296296296,0.3703703704,111330001,6
MEDITERRANEE,134,0001,2,Pres2007,43,40,39,nbVoix,Nombre de voix,16,2,2,0,0,0,1,6,12,0,0,0,43,41,38,19,19,3,2,Fajac-la-Relenque,91,11,9,45,0.0697674419,0.4102564103,0.0512820513,0.0512820513,0,0,0,0.0256410256,0.1538461538,0.3076923077,0,0,0,0.0465116279,0.5,0.5,111340001,6
MEDITERRANEE,135,0001,2,Pres2007,21,15,15,nbVoix,Nombre de voix,3,0,1,0,0,0,2,2,6,0,1,0,21,17,17,7,10,6,4,La Fajolle,91,11,0,14,0.2857142857,0.2,0,0.0666666667,0,0,0,0.1333333333,0.1333333333,0.4,0,0.0666666667,0,0.1904761905,0.5882352941,0.4117647059,111350001,6
MEDITERRANEE,136,0001,2,Pres2007,539,491,488,nbVoix,Nombre de voix,94,21,9,3,3,74,4,133,115,7,16,9,539,470,446,245,201,48,69,Fanjeaux,91,11,0,776,0.0890538033,0.1926229508,0.0430327869,0.018442623,0.006147541,0.006147541,0.1516393443,0.0081967213,0.2725409836,0.2356557377,0.0143442623,0.0327868852,0.018442623,0.1280148423,0.4506726457,0.5493273543,111360001,3
MEDITERRANEE,137,0001,2,Pres2007,122,110,109,nbVoix,Nombre de voix,13,2,6,3,1,15,4,35,25,3,1,1,122,111,107,50,57,12,11,Félines-Termenès,91,11,0,132,0.0983606557,0.119266055,0.0183486239,0.0550458716,0.0275229358,0.0091743119,0.1376146789,0.0366972477,0.3211009174,0.2293577982,0.0275229358,0.0091743119,0.0091743119,0.0901639344,0.5327102804,0.4672897196,111370001,4
MEDITERRANEE,138,0001,2,Pres2007,380,336,330,nbVoix,Nombre de voix,64,17,9,5,1,60,4,84,77,1,6,2,379,356,337,166,171,44,23,Fendeille,91,11,3,555,0.1157894737,0.1939393939,0.0515151515,0.0272727273,0.0151515152,0.003030303,0.1818181818,0.0121212121,0.2545454545,0.2333333333,0.003030303,0.0181818182,0.0060606061,0.0606860158,0.5074183976,0.4925816024,111380001,3
MEDITERRANEE,139,0001,2,Pres2007,76,72,69,nbVoix,Nombre de voix,4,3,0,1,3,12,2,22,18,1,2,1,76,71,69,37,32,4,5,Fenouillet-du-Razès,91,11,0,88,0.0526315789,0.0579710145,0.0434782609,0,0.0144927536,0.0434782609,0.1739130435,0.0289855072,0.3188405797,0.2608695652,0.0144927536,0.0289855072,0.0144927536,0.0657894737,0.4637681159,0.5362318841,111390001,4
MEDITERRANEE,140,0001,2,Pres2007,855,730,720,nbVoix,Nombre de voix,99,28,8,66,10,104,12,215,138,23,10,7,855,750,713,415,298,125,105,Ferrals-les-Corbières,91,11,0,1076,0.1461988304,0.1375,0.0388888889,0.0111111111,0.0916666667,0.0138888889,0.1444444444,0.0166666667,0.2986111111,0.1916666667,0.0319444444,0.0138888889,0.0097222222,0.1228070175,0.4179523142,0.5820476858,111400001,4
MEDITERRANEE,141,0001,2,Pres2007,71,66,64,nbVoix,Nombre de voix,17,2,4,0,0,9,0,16,15,0,0,1,71,65,56,30,26,5,6,Ferran,91,11,0,98,0.0704225352,0.265625,0.03125,0.0625,0,0,0.140625,0,0.25,0.234375,0,0,0.015625,0.0845070423,0.4642857143,0.5357142857,111410001,6
MEDITERRANEE,142,0001,2,Pres2007,122,99,95,nbVoix,Nombre de voix,10,10,11,1,1,0,0,51,10,1,0,0,122,100,99,83,16,23,22,Festes-et-Saint-André,91,11,0,206,0.1885245902,0.1052631579,0.1052631579,0.1157894737,0.0105263158,0.0105263158,0,0,0.5368421053,0.1052631579,0.0105263158,0,0,0.1803278689,0.1616161616,0.8383838384,111420001,1
MEDITERRANEE,143,0001,2,Pres2007,82,58,57,nbVoix,Nombre de voix,7,3,2,1,0,4,3,24,13,0,0,0,82,63,62,43,19,24,19,Feuilla,91,11,0,99,0.2926829268,0.1228070175,0.0526315789,0.0350877193,0.0175438596,0,0.0701754386,0.0526315789,0.4210526316,0.2280701754,0,0,0,0.2317073171,0.3064516129,0.6935483871,111430001,1
MEDITERRANEE,144,0001,2,Pres2007,639,560,553,nbVoix,Nombre de voix,70,29,16,6,4,75,6,163,150,11,13,10,639,560,533,272,261,79,79,Fitou,91,11,0,868,0.1236306729,0.1265822785,0.0524412297,0.0289330922,0.0108499096,0.0072332731,0.1356238698,0.0108499096,0.294755877,0.2712477396,0.0198915009,0.0235081374,0.0180831826,0.1236306729,0.4896810507,0.5103189493,111440001,4
MEDITERRANEE,145,0001,2,Pres2007,780,684,678,nbVoix,Nombre de voix,90,17,6,24,6,120,27,153,203,11,12,9,780,683,656,271,385,96,97,Fleury,91,11,0,3162,0.1230769231,0.1327433628,0.0250737463,0.0088495575,0.0353982301,0.0088495575,0.1769911504,0.0398230088,0.2256637168,0.2994100295,0.0162241888,0.017699115,0.0132743363,0.1243589744,0.5868902439,0.4131097561,111450001,5
MEDITERRANEE,145,0002,2,Pres2007,848,747,738,nbVoix,Nombre de voix,92,28,9,30,8,126,20,177,221,14,8,5,848,751,716,318,398,101,97,Fleury,91,11,0,3162,0.1191037736,0.1246612466,0.0379403794,0.012195122,0.0406504065,0.0108401084,0.1707317073,0.027100271,0.2398373984,0.2994579946,0.0189701897,0.0108401084,0.0067750678,0.1143867925,0.5558659218,0.4441340782,111450002,4
MEDITERRANEE,145,0003,2,Pres2007,1162,981,978,nbVoix,Nombre de voix,126,26,9,10,12,153,11,266,314,14,24,13,1162,989,950,406,544,181,173,Fleury,91,11,0,3162,0.1557659208,0.1288343558,0.0265848671,0.009202454,0.0102249489,0.0122699387,0.1564417178,0.0112474438,0.2719836401,0.3210633947,0.0143149284,0.0245398773,0.0132924335,0.1488812392,0.5726315789,0.4273684211,111450003,5
MEDITERRANEE,145,0004,2,Pres2007,119,108,106,nbVoix,Nombre de voix,11,2,3,0,0,19,1,34,28,2,3,3,119,103,99,48,51,11,16,Fleury,91,11,0,3162,0.0924369748,0.1037735849,0.0188679245,0.0283018868,0,0,0.179245283,0.0094339623,0.320754717,0.2641509434,0.0188679245,0.0283018868,0.0283018868,0.1344537815,0.5151515152,0.4848484848,111450004,6
MEDITERRANEE,146,0001,2,Pres2007,191,173,169,nbVoix,Nombre de voix,15,5,2,0,0,24,1,88,32,0,0,2,191,171,163,103,60,18,20,Floure,91,11,6,361,0.0942408377,0.0887573964,0.0295857988,0.0118343195,0,0,0.1420118343,0.0059171598,0.5207100592,0.1893491124,0,0,0.0118343195,0.1047120419,0.3680981595,0.6319018405,111460001,6
MEDITERRANEE,147,0001,2,Pres2007,24,22,21,nbVoix,Nombre de voix,6,5,0,0,1,5,0,1,2,0,1,0,24,22,20,10,10,2,2,Fontanès-de-Sault,91,11,0,9,0.0833333333,0.2857142857,0.2380952381,0,0,0.0476190476,0.2380952381,0,0.0476190476,0.0952380952,0,0.0476190476,0,0.0833333333,0.5,0.5,111470001,6
MEDITERRANEE,148,0001,2,Pres2007,341,300,298,nbVoix,Nombre de voix,47,9,4,16,6,41,2,111,54,6,1,1,341,307,298,179,119,41,34,Fontcouverte,91,11,0,563,0.1202346041,0.1577181208,0.0302013423,0.0134228188,0.0536912752,0.0201342282,0.1375838926,0.0067114094,0.3724832215,0.1812080537,0.0201342282,0.0033557047,0.0033557047,0.0997067449,0.3993288591,0.6006711409,111480001,4
MEDITERRANEE,149,0001,2,Pres2007,75,71,70,nbVoix,Nombre de voix,11,0,0,0,0,13,1,12,28,0,5,0,75,70,66,16,50,4,5,Fonters-du-Razès,91,11,0,91,0.0533333333,0.1571428571,0,0,0,0,0.1857142857,0.0142857143,0.1714285714,0.4,0,0.0714285714,0,0.0666666667,0.7575757576,0.2424242424,111490001,6
MEDITERRANEE,150,0001,2,Pres2007,292,266,264,nbVoix,Nombre de voix,37,9,16,2,2,25,7,86,61,5,6,8,292,259,250,133,117,26,33,Fontiers-Cabardès,91,11,6,426,0.0890410959,0.1401515152,0.0340909091,0.0606060606,0.0075757576,0.0075757576,0.0946969697,0.0265151515,0.3257575758,0.2310606061,0.0189393939,0.0227272727,0.0303030303,0.1130136986,0.468,0.532,111500001,3
